1	12	18	11	11	19	17	4	6	8	12	11	6	10	10	9	5	5	8	10	1	6	9	11	5	12	7	10	10	5	10	11	10	12	4	6	8	6	9	4	4	8	7	4	1	2	7	4	7	3	5	1	4	9	4	2	3	3	1	1	1	3	5	3	6	2	4	7	4	4	3	1	4	3	1	6	3	4	5	6	9	8	3	2	6	10	8	7	8	9	0	13	6	6	14	10	14	10	10	9	11	12	8	14	11	11	18	20	18	24	17	10	11	12	20	21	21	20	18	31	17	19	24	20	19	19	19	18	15	19	19	18	24	18	13	23	23	23	20	9	32	45	29	24	21	18	20	28	24	15	25	16	38	25	25	21	20	28	23	19	19	23	14	32	27	29	30	33	20	37	26	42	35	33	23	24	36	28	26	28	27	30	13	24	33	22	22	29	29	36	24	24	19	24	26	22	21	18	42	25	26	31	29	21	22	29	26	13	20	34	18	28	22	33	14	32	25	27	29	24	21	31	25	23	30	30	28	17	32	17	21	21	23	15	21	20	19	26	23	23	18	20	20	23	21	14	18	26	21	22	26	12	16	20	16	15	19	14	14	15	19	13	17	17	18	12	13	14	14	13	7	10	11	12	13	11	7	16	9	10	9	11	8	4	7	3	6	3	6
1	12	9	11	7	12	14	10	10	10	6	10	14	12	18	12	13	13	10	11	9	6	9	9	13	18	8	7	10	13	10	10	10	7	13	6	7	7	7	15	7	9	5	9	8	4	1	5	7	8	1	4	6	3	3	11	9	9	4	3	6	1	1	4	4	3	3	4	1	5	5	3	6	5	2	9	5	6	1	7	7	6	7	3	8	9	5	8	6	8	7	5	8	4	12	7	7	10	17	22	7	9	9	20	10	9	8	18	11	12	11	13	24	8	14	6	22	21	20	14	20	21	24	24	20	17	17	17	16	26	32	14	14	22	10	12	22	20	20	27	30	34	25	27	21	21	30	18	20	19	7	21	13	30	22	28	18	21	19	19	27	26	25	19	29	18	30	25	20	24	17	24	31	29	26	29	22	37	17	28	26	23	35	32	21	23	25	11	29	21	24	29	24	24	14	23	25	22	23	16	22	25	20	12	14	23	20	21	26	21	14	30	20	20	32	33	20	17	31	23	24	26	24	22	29	34	18	17	21	23	15	19	24	20	22	20	26	19	20	14	18	21	20	21	16	22	16	26	17	15	20	13	19	17	21	6	21	17	21	14	24	18	12	11	11	16	11	15	25	10	16	11	12	7	5	12	14	8	3	4	7	9	11	6	9	7	10	4	9
1	8	5	10	11	9	10	7	18	11	8	8	8	6	3	7	9	8	7	9	7	4	9	6	5	13	5	11	7	7	8	8	7	3	3	4	11	6	3	5	4	6	7	0	4	2	2	4	4	4	2	3	2	3	4	1	7	4	6	4	2	5	4	2	1	2	3	4	3	4	3	4	6	5	3	6	4	3	6	4	4	5	6	6	7	6	4	6	7	7	6	4	12	7	9	5	9	6	11	17	9	12	7	18	15	15	10	13	17	16	14	14	16	16	20	9	26	17	16	16	22	23	16	13	21	23	22	28	31	21	16	22	25	25	15	27	27	24	22	24	21	23	32	18	30	27	30	31	33	36	21	37	18	19	18	21	29	23	17	24	21	33	27	33	26	29	26	32	32	22	34	38	33	29	42	41	30	19	31	28	24	23	22	19	32	28	23	22	16	30	16	24	22	20	25	22	16	27	26	22	27	33	29	23	24	15	33	23	21	23	23	24	31	33	30	35	24	17	27	33	28	21	25	20	22	32	25	21	26	20	21	24	27	29	26	22	27	24	14	21	16	16	20	25	15	19	17	18	23	24	22	23	15	24	17	9	13	15	17	13	16	17	20	14	21	16	21	19	8	8	23	9	12	9	10	11	6	6	11	13	7	6	7	1	2	6	7	8	6
1	16	15	13	14	8	16	14	9	9	8	9	9	10	14	8	6	8	13	5	4	10	8	9	6	11	7	12	5	11	3	8	2	7	2	7	6	6	6	1	3	6	3	6	3	0	8	6	7	5	2	1	2	2	2	4	1	7	1	6	4	4	3	3	4	8	3	4	4	4	3	3	3	5	8	6	7	4	8	6	9	5	7	6	15	6	4	9	6	17	9	10	9	7	17	9	8	9	16	17	9	8	15	15	11	18	15	28	19	15	18	19	24	14	22	13	20	30	24	28	20	34	24	28	23	25	25	26	22	29	22	20	25	24	27	24	20	20	26	27	16	22	26	33	19	19	24	21	34	11	37	22	27	28	25	20	30	27	25	30	35	44	20	37	28	19	30	37	33	41	32	37	30	27	17	38	33	33	26	20	32	32	36	30	33	37	34	61	48	52	58	55	57	59	57	46	53	51	57	47	54	47	50	49	49	48	44	47	32	31	22	20	31	26	19	27	26	30	16	28	20	34	25	26	16	22	20	19	25	25	20	28	22	20	19	18	13	21	16	14	17	26	15	10	24	15	10	13	14	7	12	17	17	11	13	13	10	18	15	21	22	27	12	14	13	15	3	8	17	15	8	12	9	9	13	5	10	10	11	12	11	6	3	11	9	2	6	6	3
1	8	6	5	11	7	4	10	8	8	4	7	3	3	9	4	2	9	6	4	4	4	7	7	6	4	12	4	10	6	5	12	4	5	6	6	2	3	1	8	2	8	3	2	4	4	4	5	0	3	1	0	5	2	2	3	6	5	1	2	2	4	2	3	4	3	3	4	2	2	2	6	3	3	2	7	5	8	3	4	10	6	10	5	7	4	6	6	9	8	2	5	9	5	8	9	4	4	9	12	7	11	20	13	10	17	12	8	15	10	13	13	12	14	11	16	10	11	16	17	16	16	16	17	17	25	23	22	24	17	15	12	24	12	13	12	14	10	25	12	21	37	32	30	23	30	18	22	31	17	19	19	26	22	24	12	21	29	23	21	30	26	15	28	14	26	25	32	17	20	21	23	27	29	16	30	16	27	22	21	25	14	22	17	19	28	32	26	18	25	24	33	18	22	23	22	29	16	27	14	19	24	26	26	24	15	18	20	27	15	11	19	21	19	14	14	28	19	16	19	21	21	13	18	23	18	13	18	16	12	17	22	16	10	24	14	22	22	22	16	24	15	13	23	14	14	18	24	22	23	24	14	22	17	21	18	13	13	16	29	15	13	15	25	9	22	12	16	11	16	26	21	24	20	16	13	16	11	13	19	13	15	17	10	8	12	16	15	13
1	12	16	17	9	13	7	17	4	6	10	7	14	10	13	7	9	7	10	3	7	12	12	9	9	5	7	10	8	9	5	7	5	5	8	9	4	4	3	3	2	5	4	4	6	6	4	5	6	5	4	2	3	3	1	0	4	3	3	4	0	4	3	7	3	4	6	3	2	5	10	7	4	4	6	3	1	6	4	9	8	7	6	8	11	7	4	5	6	8	4	4	4	9	13	13	8	15	11	19	17	15	11	16	12	26	17	11	18	13	14	15	12	15	16	17	17	20	14	19	16	14	13	24	18	16	26	22	20	21	25	23	24	23	20	27	29	26	17	26	39	33	36	36	27	33	30	19	24	28	18	27	19	8	20	19	30	24	31	23	32	24	25	31	30	32	28	23	30	27	30	31	34	23	38	26	24	32	24	30	33	23	26	26	36	23	21	28	23	24	29	36	37	27	30	26	35	32	23	42	27	26	22	30	31	20	23	33	25	33	33	26	28	26	32	28	29	16	34	25	27	30	20	38	37	32	19	16	24	40	26	31	25	25	21	13	26	13	20	26	22	23	17	13	12	21	12	10	19	17	17	14	18	14	15	8	21	19	7	8	10	7	16	17	11	16	8	15	11	12	9	10	13	14	9	7	3	6	5	4	8	8	10	17	4	6	3	4	6
1	13	14	18	11	11	13	13	2	8	10	5	13	3	5	3	8	2	3	3	9	8	3	4	4	8	12	11	7	10	11	4	1	2	5	4	9	4	2	3	4	6	3	4	3	5	3	6	8	4	2	3	3	5	4	2	4	7	3	1	5	3	3	1	0	4	2	5	2	5	5	10	3	6	4	2	7	3	9	9	3	8	4	3	3	9	6	10	2	4	10	7	11	18	13	8	8	8	18	8	12	12	13	16	19	14	11	16	17	9	5	21	18	6	8	18	19	15	16	19	16	17	19	14	19	24	17	20	18	15	20	20	14	22	17	24	18	14	30	23	24	21	26	32	24	21	29	22	23	25	24	21	26	28	22	19	23	25	32	28	23	33	13	28	33	30	21	27	31	34	28	29	17	17	18	26	31	25	32	26	22	23	25	20	22	22	27	28	21	35	21	29	22	23	20	34	40	23	30	22	32	30	22	30	30	30	32	39	29	20	27	33	25	24	24	32	36	38	27	19	29	27	21	20	24	26	10	20	21	35	24	15	17	19	19	15	18	16	21	15	28	18	17	18	19	8	9	17	21	11	14	18	18	23	19	28	20	15	13	22	20	19	7	12	19	9	11	13	6	10	19	20	8	10	11	14	20	18	14	4	11	9	1	0	0	0	1	0	0
1	18	13	10	16	16	12	9	15	13	7	9	17	10	10	9	9	8	13	8	10	9	10	3	12	5	10	8	9	8	5	10	7	11	10	7	3	4	3	4	7	3	3	3	5	5	6	2	5	4	3	7	3	4	4	2	2	4	7	1	3	3	5	2	3	2	4	3	3	3	5	4	5	7	2	4	6	4	5	4	10	4	4	5	2	4	6	9	6	2	12	11	5	9	11	2	13	9	16	4	4	11	14	9	7	19	14	12	23	13	15	6	14	11	10	16	19	18	16	27	22	17	16	19	14	25	28	32	23	33	22	18	27	13	19	21	16	24	28	22	34	26	34	22	25	19	25	23	24	23	26	24	26	29	27	20	27	25	19	20	18	17	26	23	31	24	30	24	32	48	37	23	28	22	37	16	24	24	37	33	19	31	35	25	37	26	38	33	31	46	42	58	53	46	48	47	54	50	49	58	46	50	51	40	51	46	41	32	20	24	22	35	31	38	28	31	27	36	27	24	26	29	23	33	35	21	26	30	29	25	29	24	27	19	18	30	27	17	17	14	14	18	30	23	15	25	18	23	20	27	17	17	16	13	33	16	19	10	14	14	26	14	12	9	19	12	20	15	22	14	8	10	12	13	18	11	19	9	7	11	12	3	7	4	6	5	2	1	10
1	19	13	9	14	14	13	4	10	9	7	9	6	8	3	4	3	7	7	4	6	8	9	5	7	7	9	3	9	9	2	4	7	4	11	10	1	9	5	7	13	11	8	13	17	9	5	7	3	6	4	3	1	5	2	4	1	2	2	4	4	4	3	4	2	2	3	0	0	3	1	7	6	6	1	2	5	9	8	6	6	9	8	5	9	3	7	5	4	7	9	7	6	10	7	10	14	7	10	13	13	11	9	11	14	13	11	15	16	15	27	23	12	20	23	10	12	18	28	11	21	11	18	12	12	21	22	28	24	20	25	23	19	21	27	15	21	27	19	33	15	23	24	26	18	14	20	24	14	21	15	25	15	26	14	15	20	15	12	38	28	21	23	21	25	24	28	23	21	30	26	20	36	29	34	37	38	28	29	21	25	25	22	16	34	20	30	18	32	27	23	17	29	25	30	18	29	39	29	28	25	16	19	16	20	14	25	24	26	28	29	31	17	27	21	21	28	26	22	29	29	20	21	13	27	26	29	18	18	24	17	21	16	18	27	29	21	19	14	18	18	22	16	12	17	14	16	16	23	19	11	9	19	17	9	12	16	14	20	16	10	9	17	13	9	17	17	18	18	8	12	8	15	5	5	13	16	10	6	7	6	6	4	8	5	6	9	3	4
1	24	17	16	11	11	10	11	12	7	7	5	7	3	11	8	6	10	9	8	3	8	8	11	8	6	2	12	11	11	3	1	7	7	9	4	3	9	9	6	4	4	8	2	7	5	4	3	1	5	6	1	2	6	4	3	3	3	2	3	1	4	3	2	3	5	4	2	2	6	8	3	6	2	3	3	7	6	7	1	11	10	4	6	5	3	7	9	5	6	10	17	13	12	12	19	19	10	14	11	10	8	13	13	17	14	16	21	11	18	18	12	21	19	17	16	20	13	22	33	21	24	25	16	20	30	28	22	24	22	21	19	26	21	29	26	21	23	33	27	34	38	29	33	42	20	27	29	27	24	19	25	25	21	40	19	17	21	15	23	24	30	34	27	29	23	22	25	27	40	27	32	23	33	30	29	24	24	26	26	23	37	38	37	38	36	27	29	28	24	34	33	21	24	18	26	13	23	22	27	32	28	17	21	26	33	28	28	29	31	27	31	22	25	33	26	20	23	33	29	28	18	32	16	23	14	30	24	39	28	36	30	21	30	30	22	26	27	21	27	25	23	19	22	21	19	15	25	27	24	17	22	26	18	14	15	17	14	21	19	17	20	16	21	17	14	14	17	11	16	12	16	13	13	10	9	11	8	9	13	11	10	10	13	5	9	9	8	10
